Date,Open,Close,High,Low,Volume
6-Feb-17,809.799988,807.640015,810.719971,803,3897300
7-Feb-17,809.309998,812.5,816.159973,807.5,3466100
8-Feb-17,812.690002,819.710022,821.47998,812.5,2858000
9-Feb-17,821.599976,821.359985,825,819.710022,2484900
10-Feb-17,823.820007,827.460022,828,822.849976,2429600
13-Feb-17,831.619995,836.530029,843,828.549988,4172600
14-Feb-17,837,836.390015,838.309998,831.450012,2792400
15-Feb-17,834,842.700012,842.809998,832.820007,2968900
16-Feb-17,841.840027,844.140015,845,839.380005,2714700
17-Feb-17,842,845.070007,847.27002,840.72998,3112300
21-Feb-17,848.840027,856.440002,857.97998,847.25,3507700
22-Feb-17,856.950012,855.609985,858.429993,852.179993,2617000
23-Feb-17,857.570007,852.190002,860.859985,848,3462000
24-Feb-17,844.690002,845.23999,845.809998,837.75,3688000
27-Feb-17,842.380005,848.640015,852.5,839.669983,2713600
28-Feb-17,851.450012,845.039978,854.090027,842.049988,2793700
1-Mar-17,853.049988,853.080017,854.830017,849.01001,2760100
2-Mar-17,853.080017,848.909973,854.820007,847.280029,2132100
3-Mar-17,847.200012,849.880005,851.98999,846.27002,1941100
6-Mar-17,845.22998,846.609985,848.48999,841.119995,2610400
7-Mar-17,845.47998,846.02002,848.460022,843.75,2247600
8-Mar-17,848,850.5,853.070007,846.789978,2286500
9-Mar-17,851,853,856.400024,850.309998,2048200
10-Mar-17,857,852.460022,857.349976,851.719971,2436400
13-Mar-17,851.77002,854.590027,855.690002,851.710022,1909700
14-Mar-17,853.549988,852.530029,853.75,847.549988,2130600
15-Mar-17,854.330017,852.969971,854.450012,847.109985,2562200
16-Mar-17,855.299988,853.419983,855.5,850.51001,1842300
17-Mar-17,853.48999,852.309998,853.830017,850.640015,3384400
20-Mar-17,851.51001,856.969971,857.799988,851.01001,2282700
21-Mar-17,858.840027,843.200012,862.799988,841.309998,4382900
22-Mar-17,840.429993,848.059998,849.369995,839.049988,2658700
23-Mar-17,848.200012,847.380005,850.890015,844.799988,1953000
24-Mar-17,851.679993,845.609985,851.799988,843.530029,2138300
27-Mar-17,838.070007,846.820007,850.299988,833.5,2755800
28-Mar-17,851.75,856,858.460022,850.099976,3041600
29-Mar-17,859.049988,874.320007,876.440002,859.02002,4485800
30-Mar-17,874.950012,876.340027,877.059998,871.659973,2762700
31-Mar-17,877,886.539978,890.349976,876.650024,3957600
3-Apr-17,888,891.51001,893.48999,885.419983,3422300
4-Apr-17,891.5,906.830017,908.539978,890.280029,4984700
5-Apr-17,910.820007,909.280029,923.719971,905.619995,7508400
6-Apr-17,913.799988,898.280029,917.190002,894.48999,6344100
7-Apr-17,899.650024,894.880005,900.090027,889.309998,3710900
10-Apr-17,899.630005,907.039978,908.51001,899,3184300
11-Apr-17,907.039978,902.359985,911.23999,897.5,3012700
12-Apr-17,903.090027,896.22998,904.090027,895.25,2456100
13-Apr-17,891.450012,884.669983,894.969971,884.48999,3174600
17-Apr-17,887.5,901.98999,902.380005,887.5,2854700
18-Apr-17,900.98999,903.780029,909.609985,900.780029,2999200
19-Apr-17,907.840027,899.200012,910.5,897.369995,2870200
20-Apr-17,899.700012,902.059998,905.320007,896.289978,2814400
21-Apr-17,902.669983,898.530029,903.650024,896.77002,2420500
24-Apr-17,908.679993,907.409973,909.98999,903.820007,3122900
25-Apr-17,907.039978,907.619995,909.47998,903,3380600
26-Apr-17,910.299988,909.289978,915.75,907.559998,2608900
27-Apr-17,914.390015,918.380005,921.859985,912.109985,5305500
28-Apr-17,948.830017,924.98999,949.590027,924.330017,7364700
1-May-17,927.799988,948.22998,954.400024,927.799988,5466500
2-May-17,946.650024,946.940002,950.099976,941.409973,3848800
3-May-17,946,941.030029,946,935.900024,3582700
4-May-17,944.75,937.530029,945,934.219971,2418400
5-May-17,940.52002,934.150024,940.789978,930.299988,2866400
8-May-17,940.950012,949.039978,949.049988,939.210022,3415700
9-May-17,952.799988,952.820007,957.890015,950.200012,3262100
10-May-17,953.5,948.950012,953.75,945,2096500
11-May-17,945.109985,947.619995,950.289978,940.780029,2194100
12-May-17,954.5,961.349976,962.789978,951.530029,3625900
15-May-17,958.72998,957.969971,963.150024,956.059998,4270600
16-May-17,961,966.070007,970.059998,960.909973,3126100
17-May-17,954.700012,944.76001,960.400024,944.119995,5145600
18-May-17,944.799988,958.48999,962.75,944.76001,3939300
19-May-17,962.840027,959.840027,968.919983,959.719971,3972100
22-May-17,964,970.669983,971.380005,962.900024,2642200
23-May-17,975.02002,971.539978,975.200012,966.849976,2415600
24-May-17,976,980.349976,981,970.22998,2446000
25-May-17,984.849976,993.380005,999,982.109985,4822000
26-May-17,995,995.780029,998.650024,989.25,3469200
30-May-17,996.51001,996.700012,1001.200012,995.52002,3263100
31-May-17,1000,994.619995,1000.119995,982.159973,3913100
1-Jun-17,998.590027,995.950012,998.98999,991.369995,2454800
2-Jun-17,998.98999,1006.72998,1008.47998,995.669983,3752300
5-Jun-17,1007.22998,1011.340027,1013.210022,1003.51001,2719900
6-Jun-17,1012,1003,1016.5,1001.25,3346400
7-Jun-17,1005.950012,1010.070007,1010.25,1002,2823000
8-Jun-17,1012.059998,1010.27002,1013.609985,1006.109985,2767900
9-Jun-17,1012.5,978.309998,1012.98999,927,7647700
12-Jun-17,967,964.909973,975.950012,945,9447200
13-Jun-17,977.98999,980.789978,984.5,966.099976,4580000
14-Jun-17,988.590027,976.469971,990.340027,966.710022,3974900
15-Jun-17,958.700012,964.169983,965.72998,950.859985,5373900
16-Jun-17,996,987.710022,999.75,982,11472700
19-Jun-17,1017,995.169983,1017,989.900024,5043400
20-Jun-17,998,992.590027,1004.880005,992.02002,4076800
21-Jun-17,998.700012,1002.22998,1002.719971,992.650024,2922500
22-Jun-17,1002.22998,1001.299988,1006.960022,997.200012,2253400
23-Jun-17,1002.539978,1003.73999,1004.619995,998.02002,2879100
26-Jun-17,1008.5,993.97998,1009.799988,992,3386200
27-Jun-17,990.690002,976.780029,998.799988,976,3782400
28-Jun-17,978.549988,990.330017,990.679993,969.210022,3737600
29-Jun-17,979,975.929993,987.559998,965.25,4303000
30-Jun-17,980.119995,968,983.469971,967.609985,3390300
3-Jul-17,972.789978,953.659973,974.48999,951,2909100
5-Jul-17,961.530029,971.400024,975,955.25,3653000
6-Jul-17,964.659973,965.140015,974.400024,959.02002,3259600
7-Jul-17,969.549988,978.76001,980.109985,969.140015,2643400
10-Jul-17,985,996.469971,999.440002,983.5,3546300
11-Jul-17,993,994.130005,995.98999,983.719971,2982700
12-Jul-17,1000.650024,1006.51001,1008.549988,998.099976,3608600
13-Jul-17,1004.619995,1000.630005,1006.880005,995.900024,2880800
14-Jul-17,1002.400024,1001.809998,1004.450012,996.890015,2102500
17-Jul-17,1004.690002,1010.039978,1014.75,1003.809998,3712600
18-Jul-17,1006,1024.449951,1026.030029,1004,4007600
19-Jul-17,1025,1026.869995,1031.589966,1022.5,2964000
20-Jul-17,1031.589966,1028.699951,1034.969971,1022.52002,3097500
21-Jul-17,1021.280029,1025.670044,1026.099976,1011,2734600
24-Jul-17,1028.339966,1038.949951,1043.01001,1027.430054,3288000
25-Jul-17,1038.050049,1039.869995,1043.329956,1032.47998,2447600
26-Jul-17,1043.199951,1052.800049,1053.199951,1043.199951,2921300
27-Jul-17,1069.550049,1046,1083.310059,1040.180054,10991700
28-Jul-17,1012.140015,1020.039978,1032.849976,1001,7709400
31-Jul-17,1019.049988,987.780029,1019.049988,987.02002,7352100
1-Aug-17,996.109985,996.190002,1006.400024,991.580017,4572600
2-Aug-17,1001.77002,995.890015,1003.210022,981.72998,4070000
3-Aug-17,999.469971,986.919983,999.5,984.590027,3255800
4-Aug-17,989.679993,987.580017,991.669983,982,2730300
7-Aug-17,990.650024,992.27002,995,987.140015,2676600
8-Aug-17,994.349976,989.840027,996.280029,985.789978,2902800
9-Aug-17,982.599976,982.01001,988,975.27002,3569700
10-Aug-17,976.299988,956.919983,979.859985,954.679993,5684100
11-Aug-17,960,967.98999,970.390015,951.380005,3468000
14-Aug-17,978.409973,983.299988,985.5,976.190002,3172900
15-Aug-17,988.900024,982.73999,991.73999,982,2549300
16-Aug-17,981.650024,978.179993,986.460022,973.219971,3132100
17-Aug-17,977.840027,960.570007,977.840027,960.320007,3512400
18-Aug-17,961.400024,958.469971,965.429993,954.650024,3284800
21-Aug-17,957.570007,953.289978,961.200012,945.460022,3164500
22-Aug-17,955.52002,966.900024,967.929993,955.5,2750000
23-Aug-17,959.380005,958,962,954.200012,2668300
24-Aug-17,957.419983,952.450012,959,941.140015,5195700
25-Aug-17,956,945.26001,957.619995,944.099976,3324800
28-Aug-17,946.539978,946.02002,953,942.25,2596700
29-Aug-17,940,954.059998,956,936.330017,2874300
30-Aug-17,958.440002,967.590027,969.409973,956.909973,2904600
31-Aug-17,974.700012,980.599976,981,972.76001,3331500
1-Sep-17,984.200012,978.25,984.5,976.880005,2535900
5-Sep-17,975.400024,965.27002,976.77002,960.369995,2883200
6-Sep-17,968.320007,967.799988,971.840027,960.599976,2129900
7-Sep-17,974,979.469971,980.590027,972.549988,2566800
8-Sep-17,979.099976,965.900024,979.880005,963.469971,2605300
11-Sep-17,974.460022,977.960022,981.940002,974.219971,2186700
12-Sep-17,983.27002,982.580017,984.669983,975.52002,2481100
13-Sep-17,983.969971,999.599976,1000,979.419983,3374700
14-Sep-17,996.799988,992.210022,998.559998,987.73999,3913300
15-Sep-17,993.01001,986.789978,996.25,984.030029,3760200
18-Sep-17,990.400024,974.190002,992.789978,968.169983,3411300
19-Sep-17,977.25,969.859985,978.23999,967.460022,2671100
20-Sep-17,971.789978,973.210022,974.809998,962.159973,2888800
21-Sep-17,971.309998,964.650024,971.700012,962.02002,2337600
22-Sep-17,961.01001,955.099976,965.609985,954.419983,2641800
25-Sep-17,949.309998,939.789978,949.419983,932.890015,5124000
26-Sep-17,945.48999,938.599976,948.630005,931.75,3564800
27-Sep-17,948,950.869995,955.299988,943.299988,3148900
28-Sep-17,951.859985,956.400024,959.700012,950.099976,2522600
29-Sep-17,960.109985,961.349976,964.830017,958.380005,2543800
2-Oct-17,964,959.190002,967.309998,952.119995,2442900
3-Oct-17,958,957.099976,963.690002,950.369995,2666600
4-Oct-17,954.210022,965.450012,967.789978,954.049988,2527400
5-Oct-17,970,980.849976,981.51001,969.640015,3229200
6-Oct-17,975.640015,989.580017,995.75,975.640015,3782100
9-Oct-17,993.23999,990.98999,998.5,987.5,2938600
10-Oct-17,996.669983,987.200012,997.950012,980.099976,3084900
11-Oct-17,991.27002,995,995.5,986.700012,2337100
12-Oct-17,996.809998,1000.929993,1008.440002,992.400024,4067300
13-Oct-17,1007,1002.940002,1007.77002,1001.030029,2431500
16-Oct-17,1008.440002,1006.340027,1009.570007,1001.039978,2008900
17-Oct-17,1005.590027,1009.130005,1011.469971,1004.380005,2319700
18-Oct-17,1009.27002,997,1022.309998,996.549988,2499700
19-Oct-17,990,986.609985,991.049988,980.23999,3108200
20-Oct-17,993.530029,982.909973,994.619995,982,2365100
23-Oct-17,986.72998,966.299988,986.780029,962.5,3494100
24-Oct-17,969,975.900024,979.849976,965,2723900
25-Oct-17,978,972.909973,984.440002,966.23999,3033100
26-Oct-17,980.330017,972.429993,982.900024,968.549988,5618700
27-Oct-17,1058.140015,1100.949951,1105.579956,1050.550049,16565000
30-Oct-17,1095.01001,1110.849976,1122.790039,1093.560059,6613100
31-Oct-17,1109,1105.280029,1110.540039,1101.119995,3477000
1-Nov-17,1105.400024,1103.680054,1108.969971,1096.73999,3755500
2-Nov-17,1097.810059,1094.219971,1101.939941,1086.869995,3684900
3-Nov-17,1091.150024,1111.599976,1112.680054,1088.52002,3751500
6-Nov-17,1109.150024,1120.660034,1125.410034,1108.77002,3381100
7-Nov-17,1124.73999,1123.170044,1130.599976,1117.5,2689000
8-Nov-17,1122.819946,1132.880005,1135.540039,1119.109985,2581500
9-Nov-17,1125.959961,1129.130005,1129.619995,1115.77002,3732700
10-Nov-17,1126.099976,1125.349976,1131.75,1124.060059,2179900
13-Nov-17,1123,1129.170044,1139.900024,1122.339966,2918400
14-Nov-17,1130.109985,1136.839966,1138,1123.890015,3138400
15-Nov-17,1127.01001,1126.689941,1131.75,1121.630005,3928700
16-Nov-17,1130.160034,1137.290039,1138.160034,1130.050049,2213300
17-Nov-17,1138.280029,1129.880005,1138.800049,1125.810059,2413400
20-Nov-17,1129.77002,1126.310059,1133.420044,1122.550049,2163900
21-Nov-17,1132.859985,1139.48999,1140,1128.199951,2479400
22-Nov-17,1141,1156.160034,1160.27002,1141,3555300
24-Nov-17,1160.699951,1186,1186.839966,1160.699951,3528000
27-Nov-17,1202.660034,1195.829956,1213.410034,1191.150024,6744000
28-Nov-17,1204.880005,1193.599976,1205.339966,1188.52002,4559400
29-Nov-17,1194.800049,1161.27002,1194.800049,1145.189941,9257500
30-Nov-17,1167.099976,1176.75,1178.569946,1160,4509200
1-Dec-17,1172.050049,1162.349976,1179.650024,1152,4107100
4-Dec-17,1173.849976,1133.949951,1175.199951,1128,5931900
5-Dec-17,1128.26001,1141.569946,1159.27002,1124.73999,4079800
6-Dec-17,1137.98999,1152.349976,1155.890015,1136.079956,2853300
7-Dec-17,1156.589966,1159.790039,1163.189941,1151,2511600
8-Dec-17,1170.400024,1162,1172.790039,1157.099976,3050100
11-Dec-17,1164.599976,1168.920044,1169.900024,1157,2363500
12-Dec-17,1166.51001,1165.079956,1173.599976,1161.609985,2235900
13-Dec-17,1170,1164.130005,1170.869995,1160.27002,2616800
14-Dec-17,1163.709961,1174.26001,1177.930054,1162.449951,3214300
15-Dec-17,1179.030029,1179.140015,1182.75,1169.329956,4778600
18-Dec-17,1187.369995,1190.579956,1194.780029,1180.910034,2947600
19-Dec-17,1189.150024,1187.380005,1192.969971,1179.140015,2587800
20-Dec-17,1190.5,1177.619995,1191,1176,2371200
21-Dec-17,1175.900024,1174.76001,1179.170044,1167.640015,2123100
22-Dec-17,1172.079956,1168.359985,1174.619995,1167.829956,1585100
26-Dec-17,1168.359985,1176.76001,1178.319946,1160.550049,2005200
27-Dec-17,1179.910034,1182.26001,1187.290039,1175.609985,1867200
28-Dec-17,1189,1186.099976,1190.099976,1184.380005,1841700
29-Dec-17,1182.349976,1169.469971,1184,1167.5,2688400
2-Jan-18,1172,1189.01001,1190,1170.51001,2694500
3-Jan-18,1188.300049,1204.199951,1205.48999,1188.300049,3108800
4-Jan-18,1205,1209.589966,1215.869995,1204.660034,3022100
5-Jan-18,1217.51001,1229.140015,1229.140015,1210,3544700
8-Jan-18,1236,1246.869995,1253.079956,1232.030029,4279500
9-Jan-18,1256.900024,1252.699951,1259.329956,1241.76001,3661300
10-Jan-18,1245.150024,1254.329956,1254.329956,1237.22998,2686000
11-Jan-18,1259.73999,1276.680054,1276.77002,1256.459961,3125000
12-Jan-18,1273.390015,1305.199951,1305.76001,1273.390015,5443700
16-Jan-18,1323,1304.859985,1339.939941,1292.300049,7220700
17-Jan-18,1312.23999,1295,1314,1280.880005,5253800
18-Jan-18,1293.949951,1293.319946,1304.599976,1284.02002,4026900
19-Jan-18,1312,1294.579956,1313,1292.98999,4578500
22-Jan-18,1297.170044,1327.310059,1327.449951,1296.660034,4140100
23-Jan-18,1338.089966,1362.540039,1364.900024,1337.339966,5169300
24-Jan-18,1374.819946,1357.51001,1388.160034,1338,6807500
25-Jan-18,1368,1377.949951,1378.339966,1357.619995,4753000
26-Jan-18,1392.01001,1402.050049,1402.530029,1380.910034,4857300
29-Jan-18,1409.180054,1417.680054,1431.390015,1400.439941,5701900
30-Jan-18,1403.170044,1437.819946,1439.25,1392,5871900
31-Jan-18,1451.300049,1450.890015,1472.579956,1450.040039,6424700
1-Feb-18,1445,1390,1459.880005,1385.140015,9113800
2-Feb-18,1477.390015,1429.949951,1498,1414,11125700
5-Feb-18,1402.619995,1390,1458.97998,1320.719971,11495000
6-Feb-18,1361.459961,1442.839966,1443.98999,1351.790039,11066800
7-Feb-18,1449,1416.780029,1460.98999,1415.150024,7162700
8-Feb-18,1429.680054,1350.5,1433.75,1349.939941,8578600
9-Feb-18,1373.48999,1339.599976,1383.5,1265.930054,14141500
12-Feb-18,1364.670044,1386.22998,1393.810059,1344.01001,6738900
13-Feb-18,1385.930054,1414.51001,1419.719971,1383.530029,5917900
14-Feb-18,1406.25,1451.050049,1452.060059,1403.359985,5959200
15-Feb-18,1466.890015,1461.76001,1468.939941,1436.839966,5652700
16-Feb-18,1457.369995,1448.689941,1465.800049,1446.560059,4472600
20-Feb-18,1446.48999,1468.349976,1488.77002,1446.48999,6499200
21-Feb-18,1485,1482.920044,1503.48999,1478.920044,6304400
22-Feb-18,1495.359985,1485.339966,1502.540039,1475.76001,4858100
23-Feb-18,1495.339966,1500,1500,1486.5,4418100
26-Feb-18,1509.199951,1521.949951,1522.839966,1507,4955000
27-Feb-18,1524.5,1511.97998,1526.780029,1507.209961,4808800
28-Feb-18,1519.51001,1512.449951,1528.699951,1512,4515000
1-Mar-18,1513.599976,1493.449951,1518.48999,1465,6835200
2-Mar-18,1469.099976,1500.25,1501.050049,1455.01001,6587600
5-Mar-18,1494.23999,1523.609985,1525.380005,1481,5233900
6-Mar-18,1533.199951,1537.640015,1542.130005,1528,4561700
7-Mar-18,1526.52002,1545,1545.900024,1522.51001,4174100
8-Mar-18,1550,1551.859985,1554.880005,1545.25,3862600
9-Mar-18,1563.5,1578.890015,1578.939941,1559.079956,4534300
12-Mar-18,1592.599976,1598.390015,1605.329956,1586.699951,5174200
13-Mar-18,1615.959961,1588.180054,1617.540039,1578.01001,6531900
14-Mar-18,1597,1591,1606.439941,1590.890015,4259400
15-Mar-18,1595,1582.319946,1596.910034,1578.109985,4069700
16-Mar-18,1583.449951,1571.680054,1589.439941,1567.5,5425000
